Taxon,Taxon_Shortname,pvalue,Persons,loglik,H2,SEH2,Va,SEVa,Ve,SEVe,mu,SEmu,ANTHRO.AGE,SEANTHRO.AGE,ANTHRO.AGE2,SEANTHRO.AGE2,gender,SEgender,ANTHRO.BMI,SEANTHRO.BMI,META.DNA.postclean.reads,SEMETA.DNA.postclean.reads,META.POOP.Freq,SEMETA.POOP.Freq,Varmu,VarANTHRO.AGE,VarANTHRO.AGE2,Vargender,VarANTHRO.BMI,VarMETA.DNA.postclean.reads,VarMETA.POOP.Freq,FDR
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Anaerotruncus,g_Anaerotruncus,0.24,4745,-1595.69,0.0509,0.0333,0.0367,0.0253,0.6844,0.0285,0.16216,0.043099,0.00866103,0.00394947,-4.78E-05,4.42E-05,-0.111719,0.0249177,-0.00272063,0.00358732,-2.29E-08,2.59E-09,-0.00528294,0.0227047,0.0446173,0.0505592,0.00659363,0.00311648,0.00104449,0.0793593,1.55E-05,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Anaerotruncus.s_Anaerotruncus_colihominis,s_Anaerotruncus_colihominis,0.9,4745,-1870.16,0.005,0.0338,0.0041,0.0275,0.8051,0.032,0.196383,0.0456257,0.0144583,0.00418306,-0.00011198,4.69E-05,-0.134285,0.0263941,-0.00543525,0.00379737,-2.30E-08,2.75E-09,-0.0063452,0.0240339,0.0414781,0.140895,0.0361781,0.00450262,0.00416873,0.080613,2.24E-05,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Anaerotruncus.s_Anaerotruncus_unclassified,s_Anaerotruncus_unclassified,0.54,4745,703.84,0.027,0.0336,0.0074,0.0094,0.2661,0.0108,0.0310361,0.0265349,-0.0032356,0.00243228,3.99E-05,2.72E-05,-0.0226198,0.0153454,0.00113798,0.00220854,-7.26E-09,1.60E-09,0.03047,0.0139781,0.00793811,0.00705622,0.00459703,0.000127759,0.000182739,0.0080079,0.00051583,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Faecalibacterium,g_Faecalibacterium,0.14,4745,-2081.58,0.0695,0.0331,0.0615,0.0313,0.8239,0.0349,0.0640958,0.0477592,0.0284515,0.00437535,-0.000279333,4.90E-05,0.0217273,0.0276071,0.00774353,0.0039753,8.84E-08,2.87E-09,0.000692037,0.0251606,2.13486,0.545596,0.225116,0.000117876,0.00846141,1.18726,2.66E-07,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Faecalibacterium.s_Faecalibacterium_prausnitzii,s_Faecalibacterium_prausnitzii,0.13,4745,-2085,0.0712,0.033,0.0631,0.0314,0.8235,0.035,0.0643458,0.0477947,0.0282666,0.00437848,-0.000278318,4.90E-05,0.0215004,0.0276272,0.00842805,0.00397826,8.83E-08,2.88E-09,0.00419845,0.0251794,2.15001,0.538527,0.223483,0.000115427,0.0100235,1.18423,9.79E-06,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Ruminococcaceae_noname,g_Ruminococcaceae_noname,0.34,4745,-2979.32,0.049,0.0333,0.0633,0.0452,1.2287,0.0511,0.134025,0.057689,-0.017467,0.0052866,0.000131758,5.92E-05,-0.0840662,0.0333536,0.0122088,0.00480169,-1.74E-08,3.47E-09,0.104147,0.0303907,0.0737548,0.205635,0.0500857,0.00176464,0.0210335,0.0457508,0.00602637,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Ruminococcaceae_noname.s_Ruminococcaceae_bacterium_D16,s_Ruminococcaceae_bacterium_D16,0.32,4745,-2965.09,0.0506,0.0333,0.0649,0.045,1.2194,0.0507,0.132641,0.0575176,-0.0174868,0.00527079,0.000131856,5.90E-05,-0.0831956,0.033254,0.0123711,0.00478744,-1.74E-08,3.46E-09,0.104286,0.0303005,0.0732497,0.206102,0.0501606,0.00172828,0.0215964,0.0459964,0.00604253,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Ruminococcus,g_Ruminococcus,0.14,4745,-3238.25,0.0621,0.0332,0.0895,0.0508,1.3518,0.0569,-0.180104,0.0609366,0.0084996,0.00558319,-8.08E-05,6.25E-05,0.13795,0.0352266,-0.0136058,0.00507209,2.85E-08,3.67E-09,-0.153688,0.0321023,0.0654733,0.0486921,0.0188204,0.00475178,0.0261224,0.123315,0.0131232,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Ruminococcus.s_Ruminococcus_bromii,s_Ruminococcus_bromii,0.28,4745,-2132.59,0.0473,0.0333,0.0428,0.0316,0.8614,0.0357,-0.0557993,0.0482595,0.0069672,0.00442258,-9.76E-05,4.95E-05,0.0502191,0.0279023,-0.00942036,0.00401683,2.23E-08,2.90E-09,-0.0752295,0.0254231,0.0365201,0.0327173,0.0274676,0.000629725,0.0125228,0.0756953,0.00314441,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Ruminococcus.s_Ruminococcus_callidus,s_Ruminococcus_callidus,1,4745,-2541.48,0,0.0339,0,0.0364,1.0742,0.0425,-0.0133918,0.0525632,-0.00339332,0.00481929,6.07E-05,5.40E-05,-0.000913347,0.0304097,-0.000631585,0.00437473,-1.73E-08,3.17E-09,0.00765424,0.0276882,0.0487028,0.00776089,0.0106206,2.08E-07,5.63E-05,0.0454796,3.26E-05,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Ruminococcus.s_Ruminococcus_lactaris,s_Ruminococcus_lactaris,0.18,4745,-2368.8,0.0594,0.0332,0.0593,0.0352,0.9397,0.0394,-0.111287,0.0507322,-0.00388058,0.00464841,4.06E-05,5.20E-05,0.0724225,0.0293283,-0.0046236,0.0042227,-9.61E-09,3.05E-09,-0.0502042,0.0267263,0.0546637,0.0101498,0.00474543,0.00130966,0.00301666,0.0140226,0.00140037,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Subdoligranulum,g_Subdoligranulum,0.044,4745,-1695.77,0.0844,0.0328,0.0635,0.0269,0.6893,0.0296,-0.0744664,0.0440376,0.040405,0.00403343,-0.000324189,4.51E-05,0.0943808,0.0254529,-0.0101579,0.00366559,7.57E-08,2.65E-09,-0.110551,0.0232008,1.60977,1.10035,0.30322,0.00222423,0.0145605,0.871748,0.00679032,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Subdoligranulum.s_Subdoligranulum_unclassified,s_Subdoligranulum_unclassified,0.041,4745,-1684.52,0.0856,0.0328,0.0641,0.0268,0.6851,0.0295,-0.0722929,0.0439339,0.0402379,0.00402384,-0.000323359,4.50E-05,0.0928771,0.0253927,-0.0094508,0.00365697,7.55E-08,2.64E-09,-0.10737,0.0231462,1.62039,1.09127,0.30167,0.00215393,0.0126038,0.867349,0.00640512,1
k_Bacteria.p_Firmicutes.c_Erysipelotrichia,c_Erysipelotrichia,0.67,4745,-3817.65,0.0163,0.0337,0.03,0.063,1.8089,0.0728,0.0231094,0.0687959,6.69E-05,0.00630674,5.82E-05,7.06E-05,-0.0406242,0.0397912,-0.0194722,0.00572589,-3.86E-08,4.14E-09,-0.0314159,0.0362398,0.415326,3.01E-06,0.00977385,0.000412081,0.0535051,0.226949,0.000548355,1
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales,o_Erysipelotrichales,0.67,4745,-3817.63,0.0163,0.0337,0.03,0.063,1.8089,0.0728,0.0231176,0.0687957,6.74E-05,0.00630672,5.82E-05,7.06E-05,-0.0406299,0.039791,-0.0194725,0.00572587,-3.86E-08,4.14E-09,-0.0314208,0.0362396,0.415319,3.06E-06,0.00977326,0.000412197,0.0535069,0.226946,0.000548525,1
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae,f_Erysipelotrichaceae,0.67,4745,-3817.56,0.0163,0.0337,0.0301,0.063,1.8088,0.0728,0.0231108,0.0687946,6.47E-05,0.00630662,5.82E-05,7.06E-05,-0.0406205,0.0397904,-0.0194712,0.00572578,-3.86E-08,4.14E-09,-0.0314106,0.0362391,0.41531,2.82E-06,0.00978135,0.000412006,0.0534999,0.226931,0.000548172,1
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Catenibacterium,g_Catenibacterium,0.15,4745,329.8,0.0677,0.0331,0.0217,0.0113,0.2987,0.0126,-0.0209465,0.0287303,0.00173705,0.00263213,-4.77E-05,2.95E-05,0.0163136,0.0166077,-0.00495524,0.0023914,8.28E-11,1.73E-09,0.000668022,0.0151357,0.00728069,0.00203371,0.00655334,6.65E-05,0.00346493,1.04E-06,2.48E-07,1
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Catenibacterium.s_Catenibacterium_mitsuokai,s_Catenibacterium_mitsuokai,0.15,4745,354.99,0.067,0.0331,0.0212,0.0112,0.2958,0.0125,-0.0206696,0.0285779,0.0016711,0.0026182,-4.68E-05,2.93E-05,0.0161404,0.0165197,-0.00481979,0.00237871,3.27E-11,1.72E-09,0.000798167,0.0150554,0.00715104,0.00188221,0.00631536,6.50E-05,0.00327809,1.62E-07,3.54E-07,1
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Erysipelotrichaceae_noname,g_Erysipelotrichaceae_noname,0.089,4745,-3376.56,0.0802,0.0329,0.1227,0.0544,1.4059,0.0602,0.0309195,0.0627539,-0.0172275,0.00574806,0.000174199,6.43E-05,-0.0268263,0.0362716,-0.00595872,0.00522347,-1.11E-08,3.77E-09,0.030643,0.0330609,0.132104,0.200034,0.0875498,0.000179695,0.00501038,0.0187699,0.000521706,1
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Erysipelotrichaceae_noname.s_Erysipelotrichaceae_bacterium_21_3,s_Erysipelotrichaceae_bacterium_21_3,0.041,4745,-1762.58,0.0833,0.0329,0.0645,0.0276,0.7098,0.0305,0.134164,0.0446615,-0.0131405,0.00409065,0.000143732,4.58E-05,-0.0897556,0.0258137,0.00624548,0.00371752,-8.62E-09,2.69E-09,0.0451015,0.0235294,0.0218965,0.116382,0.0596028,0.00201158,0.00550424,0.0113007,0.00113017,1
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Erysipelotrichaceae_noname.s_Eubacterium_biforme,s_Eubacterium_biforme,0.038,4745,-1991.3,0.1392,0.032,0.1189,0.0313,0.7355,0.0333,-0.153261,0.0468883,-0.0124112,0.00428973,9.27E-05,4.80E-05,0.100651,0.0270937,-0.00320682,0.00390309,-1.09E-09,2.82E-09,-0.00276428,0.0247061,0.0516187,0.103822,0.0247675,0.0025296,0.00145115,0.000178937,4.25E-06,1
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Holdemania,g_Holdemania,0.11,4745,-3866.72,0.068,0.0331,0.1278,0.0664,1.751,0.0741,0.136276,0.0695721,0.0210677,0.00637384,-0.000150602,7.13E-05,-0.104824,0.0402165,-0.0271997,0.00579092,-4.25E-08,4.19E-09,-0.0349481,0.0366521,0.341322,0.299156,0.065437,0.00274371,0.104398,0.27391,0.000678594,1
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Holdemania.s_Holdemania_filiformis,s_Holdemania_filiformis,0.3,4745,-3225.55,0.0451,0.0334,0.0647,0.05,1.3686,0.0567,0.0950611,0.0607579,0.00730491,0.00556811,-3.01E-05,6.23E-05,-0.0639439,0.0351293,-0.0198181,0.0050571,-2.19E-08,3.66E-09,0.0158648,0.0320071,0.13755,0.0359659,0.00261414,0.00102097,0.055423,0.0725758,0.000139841,1
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Holdemania.s_Holdemania_unclassified,s_Holdemania_unclassified,0.35,4745,-4081.52,0.0396,0.0334,0.0815,0.0715,1.9743,0.0813,0.108481,0.0727622,0.0241125,0.00666869,-0.000220265,7.47E-05,-0.0758196,0.0420727,-0.0178127,0.00605622,-4.12E-08,4.38E-09,-0.0597422,0.0383306,0.238829,0.391872,0.139976,0.00143541,0.0447739,0.258065,0.00198301,1
k_Bacteria.p_Firmicutes.c_Negativicutes,c_Negativicutes,0.13,4745,-4153.27,0.0608,0.0332,0.1289,0.0747,1.9907,0.0837,0.448791,0.0738957,0.00484088,0.00677066,-6.60E-05,7.58E-05,-0.298387,0.0427185,0.0226319,0.00615074,2.37E-08,4.45E-09,-0.0640606,0.0389293,0.307573,0.0157946,0.0125748,0.0222317,0.0722785,0.0855763,0.00228005,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales,o_Selenomonadales,0.13,4745,-4153.28,0.0608,0.0332,0.1289,0.0747,1.9908,0.0837,0.448794,0.073896,0.00484108,0.00677069,-6.60E-05,7.58E-05,-0.298389,0.0427187,0.022632,0.00615076,2.37E-08,4.45E-09,-0.0640661,0.0389294,0.307578,0.0157959,0.0125739,0.022232,0.0722788,0.0855762,0.00228045,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Acidaminococcaceae,f_Acidaminococcaceae,2.70E-07,4745,-3007.23,0.2445,0.03,0.3227,0.0499,0.9974,0.05,0.307892,0.0580765,0.00925352,0.00529668,-3.46E-07,5.91E-05,-0.224093,0.0335682,0.0173708,0.0048347,-4.50E-09,3.48E-09,-0.0533409,0.0306132,0.136985,0.0577132,3.45E-07,0.0125392,0.0425797,0.00308339,0.00158082,6.37E-05
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Acidaminococcaceae.g_Acidaminococcus,g_Acidaminococcus,0.18,4745,-673.18,0.069,0.0331,0.0337,0.0173,0.4553,0.0193,0.0745281,0.0354933,0.00331598,0.00325167,-4.97E-05,3.64E-05,-0.0572156,0.0205169,0.0115136,0.00295433,-6.57E-09,2.14E-09,-0.0635148,0.0186987,0.00507304,0.00741115,0.0071163,0.000817414,0.0187063,0.00656321,0.00224136,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Acidaminococcaceae.g_Phascolarctobacterium,g_Phascolarctobacterium,4.30E-06,4745,-2531.3,0.2221,0.0305,0.2395,0.0406,0.8388,0.0411,0.242746,0.0525405,0.00619566,0.0047955,3.93E-05,5.36E-05,-0.176509,0.0303641,0.00915265,0.00437381,3.51E-10,3.15E-09,-0.0199367,0.0276924,0.105709,0.0258724,0.00445185,0.00777942,0.0118211,1.87E-05,0.000220835,0.0009761
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Acidaminococcaceae.g_Phascolarctobacterium.s_Phascolarctobacterium_succinatutens,s_Phascolarctobacterium_succinatutens,3.30E-06,4745,-2549.6,0.2244,0.0304,0.2439,0.0409,0.8429,0.0414,0.243779,0.0527429,0.00618961,0.0048136,3.97E-05,5.38E-05,-0.177349,0.0304815,0.00938505,0.00439067,2.29E-10,3.16E-09,-0.0188611,0.0277994,0.107269,0.0258219,0.0045582,0.00785366,0.0124291,7.99E-06,0.00019765,0.000759
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae,f_Veillonellaceae,0.97,4745,-3989.91,0.0012,0.0338,0.0024,0.067,1.9749,0.0783,0.161662,0.0713159,-0.00345687,0.00653859,-9.83E-05,7.33E-05,-0.0970398,0.041258,0.00901546,0.00593549,1.97E-08,4.30E-09,-0.0044561,0.0375664,0.0505448,0.00805429,0.0278652,0.00235133,0.0114694,0.0588887,1.10E-05,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Dialister,g_Dialister,1,4745,-2067.43,0,0.0339,0,0.0302,0.8916,0.0353,0.0523271,0.0478889,0.00279253,0.00439073,-0.000127478,4.92E-05,-0.0171345,0.0277054,-0.00171189,0.0039857,2.72E-08,2.88E-09,-0.00155299,0.0252259,0.0680708,0.00525601,0.0468851,7.33E-05,0.000413539,0.112506,1.34E-06,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Dialister.s_Dialister_invisus,s_Dialister_invisus,1,4745,-1990.29,0,0.0339,0,0.029,0.8553,0.0339,0.024241,0.0469028,0.00411602,0.00430031,-0.000144127,4.82E-05,0.00019065,0.0271349,-0.00122538,0.00390363,2.39E-08,2.82E-09,0.0112489,0.0247065,0.0591517,0.0114187,0.0599315,9.08E-09,0.000211889,0.0866903,7.03E-05,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Mitsuokella,g_Mitsuokella,0.41,4745,1306.46,0.0504,0.0333,0.0107,0.0074,0.2015,0.0084,0.0229573,0.0233797,-0.00255054,0.00214247,3.19E-05,2.40E-05,-0.0170031,0.0135171,0.00330628,0.00194599,-5.40E-10,1.41E-09,-0.00976362,0.0123165,0.00035513,0.00438456,0.0029325,7.22E-05,0.00154257,4.43E-05,5.30E-05,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Mitsuokella.s_Mitsuokella_multacida,s_Mitsuokella_multacida,1,4745,1087.15,0,0.0339,0,0.0079,0.2334,0.0092,-0.0648392,0.0245028,-0.00418207,0.00224655,3.71E-05,2.52E-05,0.0434571,0.0141757,-8.70E-05,0.00203932,4.39E-10,1.48E-09,0.0141401,0.0129071,0.00197287,0.0117881,0.00396885,0.000471558,1.07E-06,2.92E-05,0.000111088,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Mitsuokella.s_Mitsuokella_unclassified,s_Mitsuokella_unclassified,0.27,4745,1691.77,0.0503,0.0333,0.0091,0.0063,0.1713,0.0071,0.00957366,0.0215562,-0.00318057,0.00197537,3.38E-05,2.21E-05,-0.00575301,0.0124628,0.0026101,0.00179421,-1.05E-09,1.30E-09,-0.0068658,0.0113559,0.000407423,0.00681823,0.00330556,8.26E-06,0.000961345,0.000168456,2.62E-05,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Veillonella,g_Veillonella,0.35,4745,-3264.74,0.0406,0.0334,0.0591,0.0507,1.3979,0.0576,0.0297264,0.061257,0.00876096,0.00561417,-7.98E-05,6.29E-05,-0.0440566,0.0354197,0.0035305,0.00509861,-3.64E-08,3.69E-09,-0.0654216,0.0322698,0.127154,0.0517326,0.0183926,0.000484657,0.00175888,0.201538,0.00237796,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Veillonella.s_Veillonella_parvula,s_Veillonella_parvula,0.37,4745,-1621.81,0.0344,0.0335,0.025,0.0253,0.7039,0.0288,-0.0587736,0.0433248,0.016963,0.00397098,-0.000188402,4.45E-05,0.0293825,0.0250529,-0.00320029,0.00360603,-1.82E-08,2.61E-09,-0.0706795,0.022823,0.0273472,0.193941,0.102408,0.000215571,0.00144526,0.0502346,0.00277556,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Veillonella.s_Veillonella_unclassified,s_Veillonella_unclassified,0.42,4745,-3360.87,0.0337,0.0335,0.0512,0.0526,1.4659,0.06,0.0324772,0.0625032,0.0127846,0.00572884,-0.000140165,6.41E-05,-0.0486968,0.0361432,0.00291091,0.00520229,-3.93E-08,3.76E-09,-0.0807468,0.0329259,0.152819,0.110163,0.0566816,0.000592125,0.0011957,0.234394,0.00362255,1
k_Bacteria.p_Proteobacteria,p_Proteobacteria,0.00011,4745,-2753.35,0.1857,0.0312,0.2193,0.044,0.9618,0.0456,0.226884,0.0550625,-0.00905269,0.00503141,7.48E-06,5.62E-05,-0.105131,0.0318172,0.0579007,0.00458368,7.02E-08,3.30E-09,0.18274,0.0290176,2.02804,0.0552353,0.000161323,0.00275976,0.473078,0.748986,0.0185538,0.0242
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria,c_Betaproteobacteria,5.50E-06,4745,-4604.48,0.2042,0.0308,0.527,0.0966,2.0533,0.099,0.401744,0.0813341,0.00563764,0.00742787,-0.000313702,8.30E-05,-0.240852,0.0470005,0.0462615,0.00677073,4.79E-08,4.88E-09,0.235093,0.0428655,1.04213,0.0214218,0.28392,0.0144849,0.301999,0.348269,0.0307073,0.001243
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales,o_Burkholderiales,5.50E-06,4745,-4604.64,0.2042,0.0308,0.527,0.0966,2.0534,0.099,0.401968,0.0813368,0.00562013,0.00742812,-0.000313484,8.30E-05,-0.241018,0.0470021,0.0462688,0.00677095,4.79E-08,4.88E-09,0.234814,0.0428669,1.04203,0.021289,0.283525,0.0145048,0.302093,0.348447,0.0306346,0.001243
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiales_noname,f_Burkholderiales_noname,0.11,4745,-3611.19,0.0692,0.0331,0.1167,0.0597,1.5703,0.0665,-0.0928308,0.0659258,-0.0146419,0.00603967,0.000162878,6.76E-05,0.0628482,0.0381083,0.00587622,0.00548742,-2.83E-08,3.97E-09,0.0821605,0.0347312,0.137201,0.144497,0.07654,0.000986277,0.00487261,0.121612,0.0037505,1
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiales_noname.g_Burkholderiales_noname,g_Burkholderiales_noname,0.12,4745,-3611.19,0.0683,0.0331,0.1152,0.0597,1.5718,0.0665,-0.0929553,0.0659249,-0.014809,0.00603968,0.000164481,6.76E-05,0.0629573,0.0381081,0.00606744,0.00548734,-2.82E-08,3.97E-09,0.0806037,0.0347307,0.13678,0.147814,0.0780541,0.000989702,0.00519489,0.121001,0.00360971,1
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiales_noname.g_Burkholderiales_noname.s_Burkholderiales_bacterium_1_1_47,s_Burkholderiales_bacterium_1_1_47,0.12,4745,-3597.14,0.0678,0.0331,0.1137,0.0593,1.5633,0.0662,-0.0920803,0.0657296,-0.0148035,0.00602183,0.000164126,6.74E-05,0.0624141,0.0379954,0.00615145,0.00547108,-2.82E-08,3.95E-09,0.0816008,0.0346278,0.135768,0.147704,0.0777176,0.000972698,0.00533974,0.120759,0.00369958,1
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Oxalobacteraceae,f_Oxalobacteraceae,0.0019,4745,-2671.36,0.1498,0.0318,0.1705,0.0419,0.9681,0.0443,0.0996241,0.0541162,-0.0233917,0.00494974,0.000223262,5.53E-05,-0.065764,0.0312698,0.00562264,0.0045048,-1.37E-08,3.25E-09,0.0600495,0.0285155,0.110391,0.368794,0.14381,0.00107992,0.00446114,0.0283745,0.00200346,0.3743
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Oxalobacteraceae.g_Oxalobacter,g_Oxalobacter,0.0019,4745,-2670.84,0.1498,0.0318,0.1706,0.0418,0.9678,0.0443,0.0997046,0.0541102,-0.0233824,0.00494918,0.000223199,5.53E-05,-0.0658255,0.0312663,0.00561378,0.0045043,-1.37E-08,3.25E-09,0.0601435,0.0285123,0.110346,0.368502,0.14373,0.00108193,0.00444709,0.0283755,0.00200974,0.3743
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Oxalobacteraceae.g_Oxalobacter.s_Oxalobacter_formigenes,s_Oxalobacter_formigenes,0.002,4745,-2656.02,0.149,0.0318,0.1685,0.0416,0.9627,0.044,0.0995073,0.0539413,-0.023265,0.00493384,0.000222005,5.51E-05,-0.0657167,0.0311687,0.00561715,0.00449023,-1.37E-08,3.24E-09,0.0603606,0.0284233,0.109354,0.36481,0.142196,0.00107836,0.00445242,0.0283145,0.00202428,0.39
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae,f_Sutterellaceae,4.30E-07,4745,-5077.38,0.2347,0.0302,0.7408,0.1192,2.4157,0.1199,0.414658,0.0898464,0.00238462,0.00819697,-0.000295708,9.15E-05,-0.258206,0.0519277,0.0480503,0.00747943,4.30E-08,5.38E-09,0.256833,0.0473577,0.912339,0.00383266,0.252284,0.0166474,0.325804,0.281405,0.0366493,0.00010062
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Parasutterella,g_Parasutterella,0.15,4745,-3937.34,0.0573,0.0332,0.1109,0.068,1.8242,0.0764,-0.110248,0.0706045,-0.0111291,0.00646945,0.000201691,7.24E-05,0.061854,0.0408174,-0.0112279,0.00587677,-3.18E-08,4.25E-09,0.0471101,0.0371952,0.255845,0.0834798,0.117364,0.000955318,0.0177895,0.154145,0.00123308,1
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Parasutterella.s_Parasutterella_excrementihominis,s_Parasutterella_excrementihominis,0.15,4745,-3920.84,0.0567,0.0332,0.1091,0.0675,1.8126,0.0759,-0.110045,0.070359,-0.0112545,0.006447,0.0002025,7.22E-05,0.0617156,0.0406756,-0.0109213,0.00585633,-3.18E-08,4.23E-09,0.048046,0.0370658,0.253369,0.0853716,0.118308,0.000951049,0.0168311,0.153901,0.00128256,1
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Sutterella,g_Sutterella,1.80E-12,4745,-6075.31,0.2993,0.029,1.4468,0.1848,3.3877,0.179,0.295775,0.11081,0.00398904,0.010084,-0.000299259,0.000112555,-0.168028,0.0640823,0.0413944,0.00922463,1.92E-08,6.62E-09,0.163638,0.0584258,0.355312,0.010725,0.258379,0.00704979,0.241795,0.0560508,0.0148775,4.28E-10
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Sutterella.s_Sutterella_wadsworthensis,s_Sutterella_wadsworthensis,1.30E-12,4745,-6065.14,0.3017,0.0289,1.4526,0.1841,3.3624,0.1781,0.29463,0.11057,0.00406431,0.010061,-0.000301088,0.000112297,-0.167942,0.0639449,0.0414195,0.00920458,1.96E-08,6.61E-09,0.155733,0.0582996,0.356474,0.0111336,0.261546,0.00704256,0.242089,0.0586058,0.0134748,3.11E-10
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Sutterellaceae_unclassified,g_Sutterellaceae_unclassified,0.00053,4745,-3446.75,0.1576,0.0317,0.249,0.0582,1.3305,0.0614,0.117181,0.0637245,-0.000621123,0.0058274,-6.78E-05,6.51E-05,-0.0860971,0.0368215,0.0172711,0.00530465,3.53E-09,3.83E-09,0.112247,0.0335792,0.0518607,0.000260026,0.0132748,0.00185093,0.0420925,0.00189383,0.00700023,0.11024
